empresa_key,ruc_empresa,estado_ruc,tipo_contribuyente,departamento_empresa,nombre_empresa
1154,20602527922,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES GH EXPRESS SOCIEDAD ANONIMA CERRADA
1155,20600934547,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA MUSICAL SINFONICA SAN LORENZO DE MARCA SOCIEDAD ANONIMA CERRADA
1156,20534854723,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE Y MULTISERVICIOS QUOVADIS S.A.C.
1157,20477437533,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES NUEVO VIRGEN DE LA PUERTA S.A.C.
1158,20600959817,SIN VERIFICAR,SIN DATO,LIMA,SERVICIO DE TRANSPORTES RAMOS E.M.J. S.A.C.
1159,20600665431,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y TURISMO ANGELES TOUR JUL PERU S.A.C-TRANSPORTES ANGELES JUL PERU S.A.C
1160,20475812655,SIN VERIFICAR,SIN DATO,LIMA,C.I.C.A.INGENIEROS CONSULTORES PERU SAC.
1161,20557374958,SIN VERIFICAR,SIN DATO,LIMA,TURISMO VIA EXPRES DEL SUR S.A.C.
1162,20602556078,SIN VERIFICAR,SIN DATO,LIMA,SERVCIO DE VIAJES Y TURISMO COSTA TOURS S.A.C
1163,20600716892,SIN VERIFICAR,SIN DATO,LIMA,TOUR HUAMANGA TRANSPORTE Y LOGISTICA SOCIEDAD ANONIMA CERRADA - TOUR HUAMANGA S.A.C.
1164,20479928348,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES MENDOZA GASPAR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
1165,20602937993,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y SERVICIOS MULTIPLES HON PER S.A.C. - HON PER S.A.C.
1166,20563363542,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES CONDEZO S.A.C.
1167,20601385270,SIN VERIFICAR,SIN DATO,LIMA,INTERNACIONAL SAN ROMAN S.R.L.
1168,20602898289,SIN VERIFICAR,SIN DATO,LIMA,TURISMO SOCIEDAD DE JULIACA S.A.C
1169,20602349129,SIN VERIFICAR,SIN DATO,LIMA,TRAVEL PORTAL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - TRAVEL PORTAL E.I.R.L.
1170,20603023481,SIN VERIFICAR,SIN DATO,LIMA,CHASKI PERU TRAVEL E.I.R.L.
1171,20602815863,SIN VERIFICAR,SIN DATO,LIMA,TOURS LESMAR SOCIEDAD ANONIMA CERRADA
1172,20480897804,SIN VERIFICAR,SIN DATO,LIMA,FLORES RAMOS S.A.C.
1173,20407920156,SIN VERIFICAR,SIN DATO,LIMA,INGENIERIA ANDINA DEL PERU S.R.L.-ANDINA DEL PERU S.R.L.
1174,20601468132,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE Y SERVICIOS GENERALES CORPORACION TURISMO TACNA TOURS S.A.C.
1175,20602930018,SIN VERIFICAR,SIN DATO,LIMA,HM RENT E.I.R.L.
1176,20282088470,SIN VERIFICAR,SIN DATO,LIMA,EMP DE TRANSP TURISMO SAN ROQUE S.R.LTDA
1177,20438124919,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES INTERPROVINCIAL EXPRESO MARAÃ‘ON S.A.C.
1178,20601849845,SIN VERIFICAR,SIN DATO,LIMA,INTERNACIONAL MANUEL GUARNIZ S.A.C.
1179,20600184131,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE SOL PERU TOURS CARGO S.A.C.
1180,20406513573,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES JEAN EXPRESS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1181,20456025677,SIN VERIFICAR,SIN DATO,LIMA,CRISTO DE LOS ANDES S.R.L.
1182,20164563066,SIN VERIFICAR,SIN DATO,LIMA,SAN FELIPE EXPRES'S S.A.
1183,20491824817,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES MELENDEZ S.R.L
1184,20600239164,SIN VERIFICAR,SIN DATO,LIMA,CORPORACIÃ“N O&S MELANY S.A.C.
1185,20557940490,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y SERVICIOS ALEJO VALDERA E.I.R.L.
1186,20602508545,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO J&F SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1187,20358309870,SIN VERIFICAR,SIN DATO,LIMA,CAMPING TOURS E.I.R.LTDA
1188,20600355059,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES CONFORT EXPRESS S.A.C.
1189,20492829669,SIN VERIFICAR,SIN DATO,LIMA,FICATOURS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-FICATOURS E.I.R.L.
1190,20539866762,SIN VERIFICAR,SIN DATO,LIMA,GRUPO HERMILA SOCIEDAD ANONIMA CERRADA
1191,20453865976,SIN VERIFICAR,SIN DATO,LIMA,K.A.T. E.I.R.L.
1192,20602696031,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO TURISMO COMETA SOCIEDAD ANONIMA CERRADA - TURISMO COMETA S.A.C.
1193,20477325735,SIN VERIFICAR,SIN DATO,LIMA,TURISMO EMPERADOR S.A.C.
1194,20162335520,SIN VERIFICAR,SIN DATO,LIMA,SELIN S.R.L.
1195,20559191354,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA  RENTAL CRUZ HERMANOS SOCIEDAD ANONIMA CERRADA - EMPRESA RENTAL CRUZ HNOS S.A.C.
1196,20369950763,SIN VERIFICAR,SIN DATO,LIMA,AQP INDUSTRIAL SERVICE S.A.C.
1197,20448520472,SIN VERIFICAR,SIN DATO,LIMA,EXMILL MINING SERVICE S.A.C.
1198,20447798388,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y TURISMO OPTOMAS TOURS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
1199,20546453503,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA - TRANSARY S.A.C.
1200,20559851117,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y SERVICIOS GENERALES ALCOVI S.R.L.
1201,20602319882,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES TURISTICAS COTINGA TRAVEL E.I.R.L.
1202,20523350278,SIN VERIFICAR,SIN DATO,LIMA,LOGISTICA OSMAR  SOCIEDAD ANONIMA CERRADA
1203,20601758572,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION TURISTICA PERU BABY LAMA SOCIEDAD ANONIMA CERRADA-PERU BABY LAMA S.A.C.
1204,20481100373,SIN VERIFICAR,SIN DATO,LIMA,SERV. TRANSPORTE MARAÃ‘ON TOURS S.R.L.
1205,20347029697,SIN VERIFICAR,SIN DATO,LIMA,CHINA INTERNATIONAL WATER & ELECTRIC CORP (PERU)
1206,10448872217,SIN VERIFICAR,SIN DATO,LIMA,QUEVEDO GODOS DENNYS ALEXANDER
1207,20481805407,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y SERVICIOS GENERALES NUEVO MARAÃ‘ON SAC
1208,20490927922,SIN VERIFICAR,SIN DATO,LIMA,"EMPRESA DE TRANSPORTE TURISTICO, COMERCIO Y SERVICIOS COMPLEMENTARIOS ELOHIM E.I.R.L."
1209,20536004255,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y SERVICIOS ANDIA TOURS SOCIEDAD ANONIMA CERRADA
1210,20603104553,SIN VERIFICAR,SIN DATO,LIMA,TRANSILVANA N & L SOCIEDAD ANONIMA CERRADA - TRANSILVANA N & L S.A.C.
1211,20529735899,SIN VERIFICAR,SIN DATO,LIMA,ORGANIZACION MUSICAL CANTARITOS DE ORO S.A.C.
1212,20547196717,SIN VERIFICAR,SIN DATO,LIMA,BETETA HERMANOS TRAVEL & TOURISM SOCIEDAD ANONIMA CERRADA - BHERT & TOUR S.A.C.
1213,20603101201,SIN VERIFICAR,SIN DATO,LIMA,VIAJEROS CLUB SOCIEDAD ANONIMA CERRADA
1214,20603062991,SIN VERIFICAR,SIN DATO,LIMA,NATALIA  TOUR S.R.L.
1215,20600632974,SIN VERIFICAR,SIN DATO,LIMA,AGENCIA DE VIAJES Y TURISMO PERUVIAN TRAVEL S.R.L.
1216,20601649641,SIN VERIFICAR,SIN DATO,LIMA,EL SAMARITANO MAQUERA HERMANOS E.I.R.L.
1217,20509093521,SIN VERIFICAR,SIN DATO,LIMA,CONCESIONARIA TRASVASE OLMOS S.A.
1218,20603130937,SIN VERIFICAR,SIN DATO,LIMA,TURISMO LINS TOURS SOCIEDAD ANONIMA CERRADA - TURISMO LINS TOURS S.A.C.
1219,20571227909,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA TRANSPORTES TURISTICO ANDES PERU M.H.S. E.I.R.L.
1220,20603290641,SIN VERIFICAR,SIN DATO,LIMA,TRANSP ALCARRAZ TOURS S.A.C. - T ALCARRAZ TOURS S.A.C.
1221,20455750718,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES  JHONDAN E.I.R.L.
1222,20396427789,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO LEON DEL NORTE S.R.LTDA.
1223,20526983247,SIN VERIFICAR,SIN DATO,LIMA,T'IKAY TRANSPORTES Y SERVICIOS TURISTICOS E.I.R.L.
1224,20108383471,SIN VERIFICAR,SIN DATO,LIMA,UNIVERSIDAD INCA GARCILASO DE LA VEGA
1225,10445631952,SIN VERIFICAR,SIN DATO,LIMA,TAPIA OCROSPOMA CINDY JACKELINE
1226,20480642725,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO A.A. BARRUETO S.A.C.
1227,20602411304,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y TURISMO S & Y S.A.C.
1228,20523611250,SIN VERIFICAR,SIN DATO,LIMA,H2OLMOS S.A.
1229,20601891507,SIN VERIFICAR,SIN DATO,LIMA,PERU ANTIKA S.R.L.
1230,20602495397,SIN VERIFICAR,SIN DATO,LIMA,TREKKING PERU TRAVEL S.A.C.
1231,20452952069,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES MORENO E.I.R.LTDA.
1232,20602860958,SIN VERIFICAR,SIN DATO,LIMA,J & R TURISMO E.I.R.L.
1233,20601320500,SIN VERIFICAR,SIN DATO,LIMA,ETT HOUSE TOURS S.A.C.
1234,20539937538,SIN VERIFICAR,SIN DATO,LIMA,PROMOTORA HV E.I.R.L.
1235,20603287534,SIN VERIFICAR,SIN DATO,LIMA,E. T. TRAVE E.I.R.L.
1236,20600102967,SIN VERIFICAR,SIN DATO,LIMA,JM BRAVO HNOS EXPRESS S.A.C.
1237,20602082211,SIN VERIFICAR,SIN DATO,LIMA,CONSORCIO Y SERVICIOS GENERALES DE TURISMO C & L S.A.C.
1238,20603424001,SIN VERIFICAR,SIN DATO,LIMA,AGENCIA DE VIAJES TURISMO Y TRANSPORTE AZAIRUS S.A.C.
1239,20603424094,SIN VERIFICAR,SIN DATO,LIMA,TOURS THC E.I.R.L.
1240,20507609792,SIN VERIFICAR,SIN DATO,LIMA,GUMARS TRAVEL S.R.L.
1241,20602011381,SIN VERIFICAR,SIN DATO,LIMA,JW LUXURY TRAVEL S.A.C.
1242,20601729203,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y SERVICIOS APUS TOURS S.A.C.
1243,20314028164,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION ASFALTOS Y PAVIMENTOS CASTILLO S.A.C.
1244,20486681510,SIN VERIFICAR,SIN DATO,LIMA,MULTISERVICIOS ANDERSON EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
1245,20538043223,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA Y SERVICIOS GENERALES BUENOS VIENTOS S.A.C.
1246,20566328161,SIN VERIFICAR,SIN DATO,LIMA,AGENCIA DE TURISMO REGIONAL SOCIEDAD ANONIMA CERRADA
1247,20603332611,SIN VERIFICAR,SIN DATO,LIMA,E.T.T. CCAPACÃ‘AN TOURS S.R.L.
1248,20601923395,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE Y TURISMO KALLPA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1249,20602426565,SIN VERIFICAR,SIN DATO,LIMA,ALICIA IVY Y CARLOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - ALIVYCAR E.I.R.L.
1250,20539799712,SIN VERIFICAR,SIN DATO,LIMA,ISSELA & NOEMI S.A.C.
1251,20600894766,SIN VERIFICAR,SIN DATO,LIMA,SANLLA SERVICIOS GENERALES S.R.L.
1252,20601105404,SIN VERIFICAR,SIN DATO,LIMA,E.T.C. TOUR OPERADOR S.R.L.
1253,20558263076,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y TURISMO ALVAREZ TOURS S.A.C.
1254,20214704812,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO ETNASA E.I.R.LTDA
1255,20526609043,SIN VERIFICAR,SIN DATO,LIMA,PESQUERA DON ADOLFO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - PESQUERA DON ADOLFO E.I.R.L.
1256,20557760599,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE EXPRESO PALMIRA S.A.C. - EXPRESO PALMIRA S.A.C
1257,20527503427,SIN VERIFICAR,SIN DATO,LIMA,ANDEAN PERUVIAN TRAVEL AGENCY E.I.R.L.
1258,20568061994,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO WARIVILCA PERU S.R.L.
1259,20500596008,SIN VERIFICAR,SIN DATO,LIMA,DEM'S IMPORT EXPORT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1260,20533729615,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION JUPROG S.R.L.
1261,20603445105,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA D.L.T. S.A.C.
1262,20603588038,SIN VERIFICAR,SIN DATO,LIMA,ZAAL TRANSPORTE Y TURISMO E.I.R.L.
1263,20455539731,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES JALISCO S.A.C.
1264,20529648147,SIN VERIFICAR,SIN DATO,LIMA,MANTENIMIENTO E INGENIERIA INDUSTRIAL S.R.L. - MAININ S.R.L.
1265,20601906342,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE TURISTICO CHULE S.R.L.
1266,20602065058,SIN VERIFICAR,SIN DATO,LIMA,DAK GROUP E.I.R.L.
1267,20600799135,SIN VERIFICAR,SIN DATO,LIMA,TURISMO DESTINOS PERU S.A.C.
1268,20312308291,SIN VERIFICAR,SIN DATO,LIMA,PRODUCTOS SERVICIOS E INGENIERIA SRLTDA. - PROSERING S.R.L.
1269,20603734085,SIN VERIFICAR,SIN DATO,LIMA,MMC AVENTURAS TOUR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - MMC AVENTURAS TOUR E.I.R.L.
1270,20445331385,SIN VERIFICAR,SIN DATO,LIMA,INCODIESEL S.A.C
1271,20603606303,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE Y TURISMO MI CUEVITA SANTA S.A.C.
1272,20600035313,SIN VERIFICAR,SIN DATO,LIMA,SG TRANSMAR TOUR S.R.L.
1273,20568204779,SIN VERIFICAR,SIN DATO,LIMA,TERRITORIO HUANCA TOURS AGENCIA DE VIAJES Y TURISMO S. R . L.
1274,20455686289,SIN VERIFICAR,SIN DATO,LIMA,ALTEMEC S.A.C.
1275,20490520067,SIN VERIFICAR,SIN DATO,LIMA,GRUPO LATIN ANDES SOCIEDAD ANONIMA CERRADA LATIN ANDES S.A.C
1276,20603680678,SIN VERIFICAR,SIN DATO,LIMA,M.L. SANTA CRUZ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - M.L. SANTA CRUZ E.I.R.L.
1277,20603505647,SIN VERIFICAR,SIN DATO,LIMA,FANTASY GRUPO EMPRESARIAL S.R.L.
1278,20603805195,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y TURISMO FRAMESUR S.A.C.
1279,20602517773,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION ALBERTO TOURS S.A.C.
1280,20600399404,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y CONFECCIONES DE PRENDAS CHAMBILLA SOCIEDAD ANONIMA CERRADA-T & C CHAMBILLA S.A.C.
1281,20601067731,SIN VERIFICAR,SIN DATO,LIMA,"""SERVICIOS TURISTICOS MARTINEZ"" EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA"
1282,20533903071,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA MULTISERVICIOS HS PILLYACU HUALLACANCHA S.R.L.
1283,20570804775,SIN VERIFICAR,SIN DATO,LIMA,"""GRUPO MONTEPER S.A.C."""
1284,20601430470,SIN VERIFICAR,SIN DATO,LIMA,INTERNACIONAL CRUZERO EXPRESS S.A.C.
1285,20605394320,SIN VERIFICAR,SIN DATO,LIMA,PACIFICO VIP S.A.C.
1286,20601652413,SIN VERIFICAR,SIN DATO,LIMA,GRUPO EMPRESARIAL L & Q S.A.C.
1287,20120507711,SIN VERIFICAR,SIN DATO,LIMA,EMPE TRANSP SALAZAR EIRL ETRANSA
1288,20600265505,SIN VERIFICAR,SIN DATO,LIMA,TURISMO EXPRES REAL S.A.C.
1289,20602339590,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION TRANSANDES S.A.C.
1290,20486963507,SIN VERIFICAR,SIN DATO,LIMA,CONSTRUCTORA PLANTANDO ACEROS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
1291,20603706014,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS MULTIPLES JORGANO E.I.R.L.
1292,20521024489,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y SERVICIOS DIVINA MILAGROSA VIRGEN DE FÃTIMA SOCIEDAD ANÃ“NIMA CERRADA
1293,20603788801,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES AMERICAN CLASS BUS S.A.C.
1294,20606860235,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE Y TURISMO VIRGEN DE LAS MERCEDES & HERMANOS E.I.R.L.
1295,20605606351,SIN VERIFICAR,SIN DATO,LIMA,WANDERLUST TOURS S.A.C.
1296,20600610041,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y TURISMO KATALEANT S.A.C.
1297,20539780612,SIN VERIFICAR,SIN DATO,LIMA,RFOX INVERSIONES S.A.C.
1298,20606345764,SIN VERIFICAR,SIN DATO,LIMA,JAVER SERVICIOS INTEGRALES SOCIEDAD ANONIMA CERRADA
1299,20559920704,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y MULTISERVICIOS QUISPE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
1300,20448294286,SIN VERIFICAR,SIN DATO,LIMA,PURIKUY TURISMO EXPRESS S.C.R.L.
1301,20608845616,SIN VERIFICAR,SIN DATO,LIMA,GRUPO TRANSCOR E.I.R.L.
1302,20606694971,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES  Y SERVICIOS GENERALES  JEHOVA  JIREH S.A.C.
1303,20606393009,SIN VERIFICAR,SIN DATO,LIMA,TURISMO DAR SERVICE S.A.C.
1304,20601240875,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO INTERNACIONAL PAMPAS S.A.C. - EXP. INT. PAMPAS S.A.C.
1305,20608151771,SIN VERIFICAR,SIN DATO,LIMA,ANGEL DIVINO BUS S.A.C.
1306,20392589351,SIN VERIFICAR,SIN DATO,LIMA,SUR PACIFIC CORPORATION E. I. R. L.
1307,20608935801,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES & SERVICIOS TURISTICOS AYALA E.I.R.L.
1308,20606737603,SIN VERIFICAR,SIN DATO,LIMA,TURISMO CHIMBOTE S.A.C.
1309,20477601350,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES PERFECTO SERVICE E.I.R.L.
1310,20605700625,SIN VERIFICAR,SIN DATO,LIMA,J & G TUMI DE ORO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1311,20603285060,SIN VERIFICAR,SIN DATO,LIMA,RICO MAR INTERNACIONAL E.I.R.L.
1312,20605481273,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO INTERNACIONAL SANCHEZ E.I.R.L.
1313,20231035673,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES TURISTICOS IMPERIO DEL SOL E.I.R.L.
1314,20603701489,SIN VERIFICAR,SIN DATO,LIMA,CORPORACIÃ“N TURISTICA TREKKINGKUELAP S.R.L.
1315,20608075268,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS GENERALES DAKAR TOURS SOCIEDAD ANONIMA CERRADA
1316,20603607873,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE MAXLINEA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
1317,20392615025,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES TURISMO COYURI S.A.C.
1318,20601608694,SIN VERIFICAR,SIN DATO,LIMA,TURISMO INTERNACIONAL CIAL HNOS S.R.L.
1319,20609058090,SIN VERIFICAR,SIN DATO,LIMA,MULTISERVICIOS & TRANSPORTES CRUZADO E.I.R.L.
1320,20551588603,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES EXPRESO JIREH E.I.R.L.
1321,20532687650,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS Y TURISMO SAN FELIPE II S.R.L.
1322,20601244935,SIN VERIFICAR,SIN DATO,LIMA,(LINSE) TURISMO LINSE EXPRES S.A.C.
1323,20607693979,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES AYSANCA & CELEDI S.A.C.
1324,20568949936,SIN VERIFICAR,SIN DATO,LIMA,EXPLOTS TRANS EXPRESS S.A.C.
1325,20603666560,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE TURISTICO CUSCOVIPEXPRESS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1326,20606588551,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION IGUANA SOCIEDAD ANONIMA CERRADA
1327,20443187767,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES TURISTICOS ILLAPA S.R.L.
1328,20607906034,SIN VERIFICAR,SIN DATO,LIMA,GRUPO JULVIC S.A.C.
1329,20559152375,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES TUTUPACA S.R.L.
1330,20608136704,SIN VERIFICAR,SIN DATO,LIMA,TURISMO BEATRIZ TOURS E.I.R.L.
1331,20608105159,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES PAREDES ESTRELLA VIP S.A.C.
1332,20605237780,SIN VERIFICAR,SIN DATO,LIMA,TOURS PERULINE S.A.C.
1333,20605826106,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS GENERALES & TURISMO POLITO E.I.R.L.
1334,20606763744,SIN VERIFICAR,SIN DATO,LIMA,INTERNACIONAL EXPRESO SAN CRISTOBAL S.R.L
1335,20604796122,SIN VERIFICAR,SIN DATO,LIMA,TCJ TRAVEL BUS S.A.C.
1336,20530306616,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES ROVIL TOURS E.I.R.L.
1337,20605694617,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE INTERNACIONAL LARA S.A.C.
1338,20602517251,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE TURISTICO ATUSPARIA E.I.R.L.
1339,20530749950,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES TURISMO RAMIREZ E.I.R.L
1340,20608915363,SIN VERIFICAR,SIN DATO,LIMA,TRANS-NATIONAL EXPRESS S.A.C.
1341,20605619071,SIN VERIFICAR,SIN DATO,LIMA,COSTA VERDE TOURS S.A.C.
1342,20609292262,SIN VERIFICAR,SIN DATO,LIMA,IMARS TOURS S.A.C.
1343,20609908832,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE Y TURISMO MIGUELITO`S S.A.C.
1344,20602594654,SIN VERIFICAR,SIN DATO,LIMA,CHOLO BUS PERU E.I.R.L.
1345,20527359989,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE TURISTICO PACIFICO E.I.R.L.
1346,20604711771,SIN VERIFICAR,SIN DATO,LIMA,IMPERIAL ANDINA MONTECRISTO S.A.C.
1347,20603554541,SIN VERIFICAR,SIN DATO,LIMA,GOLDEN SEIK TOURS E.I.R.L.
1348,20604574359,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y TURISMO LUIS CASTILLO S.A.C. - TLC S.A.C.
1349,20141637941,SIN VERIFICAR,SIN DATO,LIMA,UNIVERSIDAD CATOLICA DE SANTA MARIA
1350,20600620763,SIN VERIFICAR,SIN DATO,LIMA,CORPORATIONS TREBOLS S.R.L
1351,20497788561,SIN VERIFICAR,SIN DATO,LIMA,EMP.DE TRANS.Y S.T.SN.MART.DE PORRES SRL
1352,20273841700,SIN VERIFICAR,SIN DATO,LIMA,ROMELIZA S.A.C.
1353,20603858604,SIN VERIFICAR,SIN DATO,LIMA,RP TRANSPORTES TURISTICOS Y SERVICIOS GENERALES S.A.C
1354,20519734614,SIN VERIFICAR,SIN DATO,LIMA,ECOP S.A.C.INGENIERIA Y CONSTRUCCION
1355,20175642341,SIN VERIFICAR,SIN DATO,LIMA,ESTACION DE SERVICIOS SAN JOSE S.A.C.
1356,20603778856,SIN VERIFICAR,SIN DATO,LIMA,EL HUAROCHIRANO TOURS E.I.R.L.
1357,20557350692,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION CARAN S.A.C.
1358,20115482450,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES 14 S.R.LTDA.
1359,20536489321,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES L & J CENTURY SOCIEDAD ANONIMA CERRADA - ETL & J CENTURY S.A.C.
1360,20603846614,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES PERU TRAVELING S.A.C.
1361,20603697830,SIN VERIFICAR,SIN DATO,LIMA,GRUPO EMPRESARIAL SANTOS LIZANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-GESALI E.I.R.L.
1362,20448802532,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS TURISTICOS TITIKAKA TRAVEL E.I.R.L.
1363,20455065501,SIN VERIFICAR,SIN DATO,LIMA,MI DULCE GUIA S.R.L.
1364,20603113544,SIN VERIFICAR,SIN DATO,LIMA,TRASNPORTES ICHIBAN TUR E.I.R.L.
1365,20600660421,SIN VERIFICAR,SIN DATO,LIMA,NAZCALINES.NET E.I.R.L.
1366,20525534660,SIN VERIFICAR,SIN DATO,LIMA,EL PIURANO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
1367,20522484181,SIN VERIFICAR,SIN DATO,LIMA,TAXI EXITO S.A.C.
