vehiculo_id,placa,marca_modelo_key,empresa_key,tiempo_fabricacion_key,geografia_key,vehiculo_specs_key,clase_vehicular,combustible,asientos,capacidad_carga_kg,antiguedad_anios,rango_antiguedad,es_reciente,region_natural,zona_comercial,decada,fuente_datos
876,T6F559,4,6,2019.0,14,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,NORTE,2010s,mtc_pasajeros
877,V5Z959,4,256,2008.0,2,13,CMTA RURAL,,,1.72,16,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
878,D9N957,4,257,2018.0,2,6,CMTA RURAL,,,1.78,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
879,T6E374,4,6,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
880,T6E336,4,6,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
881,T6F537,4,6,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
882,F2B966,3,258,2018.0,2,5,OMNIBUS,,,6.2,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
883,XAL964,3,259,2018.0,7,11,OMNIBUS,,,1.76,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
884,BTS091,2,260,2019.0,2,3,CMTA RURAL,,,1.21,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
885,D4E953,3,250,2016.0,2,5,OMNIBUS,,,6.9,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
886,V0R081,4,261,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
887,VAK955,7,261,2015.0,2,6,CMTA RURAL,,,2.27,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
888,VDH964,4,261,2018.0,2,6,CMTA RURAL,,,1.78,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
889,T3O959,6,68,2008.0,2,35,OMNIBUS,,,6.19,16,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
890,T7I965,6,68,2015.0,4,9,OMNIBUS,,,5.9,9,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
891,T2U967,3,68,2011.0,2,5,OMNIBUS,,,6.7,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
892,T2Y956,3,68,2010.0,11,5,OMNIBUS,,,7.79,14,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
893,H2Y966,4,262,2017.0,2,13,CMTA RURAL,,,1.235,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
894,H3E952,4,262,2019.0,2,13,CMTA RURAL,,,1.312,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
895,X9S968,4,262,2017.0,6,11,CMTA RURAL,,,1.78,7,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
896,B3B969,4,262,2006.0,14,20,CMTA RURAL,,,1.53,18,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
897,B0B951,5,262,2003.0,2,1,OMNIBUS,,,2.4,21,20+ años,False,COSTA,LIMA,2000s,mtc_pasajeros
898,D4A966,4,262,2016.0,2,6,CMTA RURAL,,,1.733,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
899,T6R964,5,262,2014.0,2,8,OMNIBUS,,,3.085,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
900,B4D967,4,262,2006.0,2,11,CMTA RURAL,,,1.73,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
901,T2R965,5,262,2007.0,2,1,OMNIBUS,,,2.69,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
902,B9D959,5,262,2012.0,2,8,OMNIBUS,,,2.93,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
903,V7U963,4,262,2013.0,2,13,CMTA RURAL,,,1.163,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
904,B3O969,4,262,2005.0,2,20,CMTA RURAL,,,1.53,19,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
905,T3M958,5,263,2011.0,11,8,OMNIBUS,,,2.31,13,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
906,T1W958,5,263,2010.0,4,8,OMNIBUS,,,2.31,14,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
907,A7Q363,4,262,2006.0,2,20,CMTA RURAL,,,1.53,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
908,BZE242,4,262,2019.0,2,26,CMTA RURAL,,,1.6,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
909,T3R960,5,263,2011.0,2,8,OMNIBUS,,,2.31,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
910,B9I962,5,262,2012.0,2,8,OMNIBUS,,,2.93,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
911,B6X953,3,264,2006.0,6,4,OMNIBUS,,,8.75,18,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
912,T5R156,1,265,2020.0,14,8,OMNIBUS,,,3.15,4,0-5 años,True,COSTA,NORTE,2020s,mtc_pasajeros
913,T5R164,1,265,2020.0,9,8,OMNIBUS,,,3.15,4,0-5 años,True,COSTA,NORTE,2020s,mtc_pasajeros
914,C5S957,3,266,2013.0,21,5,OMNIBUS,,,6.41,11,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
915,C5T960,3,266,2013.0,21,5,OMNIBUS,,,6.41,11,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
916,C5X953,3,266,2013.0,11,5,OMNIBUS,,,6.41,11,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
917,C5U950,3,266,2013.0,2,5,OMNIBUS,,,6.41,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
918,VDN951,4,267,2018.0,2,6,CMTA RURAL,,,1.78,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
919,X0H958,4,267,2017.0,2,6,CMTA RURAL,,,1.78,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
920,B4C950,6,268,2004.0,2,9,OMNIBUS,,,4.55,20,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
921,V3Q966,5,269,2011.0,2,8,OMNIBUS,,,2.9,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
922,T4J960,4,269,2012.0,3,11,CMTA RURAL,,,1.72,12,11-15 años,False,SIERRA,SUR,2010s,mtc_pasajeros
923,T3P969,6,269,2008.0,2,9,OMNIBUS,,,5.4,16,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
924,XAM950,4,259,2018.0,2,6,CMTA RURAL,,,1.76,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
925,X4E952,5,270,2011.0,2,2,OMNIBUS,,,3.1,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
926,A3T714,1,271,2006.0,2,9,OMNIBUS,,,7.2,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
927,F6B226,4,271,2007.0,2,11,CMTA RURAL,,,1.73,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
928,F5V147,1,271,1996.0,3,15,OMNIBUS,,,4.96,28,20+ años,False,SIERRA,SUR,1990s,mtc_pasajeros
929,F6C499,1,271,1998.0,2,15,OMNIBUS,,,5.1,26,20+ años,False,COSTA,LIMA,1990s,mtc_pasajeros
930,F5V143,1,271,1998.0,6,15,OMNIBUS,,,5.1,26,20+ años,False,COSTA,NORTE,1990s,mtc_pasajeros
931,X4S962,3,272,2012.0,2,9,OMNIBUS,,,4.62,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
932,C1L965,1,271,2011.0,2,9,OMNIBUS,,,6.45,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
933,B7I959,1,271,2011.0,2,9,OMNIBUS,,,6.45,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
934,C8L957,1,271,2013.0,6,9,OMNIBUS,,,6.02,11,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
935,C8K955,1,271,2014.0,6,9,OMNIBUS,,,6.02,10,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
936,D5E952,1,271,2016.0,2,14,OMNIBUS,,,6.63,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
937,T7T959,5,273,2016.0,12,8,OMNIBUS,,,2.79,8,6-10 años,False,SIERRA,NORTE,2010s,mtc_pasajeros
938,F2W744,1,271,2012.0,2,9,OMNIBUS,,,6.81,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
939,X4R954,3,272,2012.0,9,9,OMNIBUS,,,4.68,12,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
940,B6T959,5,271,2011.0,2,1,OMNIBUS,,,3.05,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
941,D5D956,1,271,2016.0,2,14,OMNIBUS,,,6.63,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
942,D5E965,4,273,2017.0,3,6,CMTA RURAL,,,1.733,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
943,F1H966,3,274,2018.0,2,5,OMNIBUS,,,5.81,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
944,F7L961,1,275,2019.0,2,9,OMNIBUS,,,5.31,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
945,T5O169,1,276,2019.0,2,9,OMNIBUS,,,5.3,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
946,F2B968,3,258,2018.0,2,5,OMNIBUS,,,7.18,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
947,F2D950,3,258,2018.0,6,5,OMNIBUS,,,6.23,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
948,F2D952,3,258,2018.0,3,5,OMNIBUS,,,6.16,6,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
949,H2A956,5,277,2008.0,14,8,OMNIBUS,,,2.3,16,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
950,C1R952,5,277,2012.0,2,8,OMNIBUS,,,2.93,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
951,H1C965,4,277,2007.0,2,11,CMTA RURAL,,,1.71,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
952,V8G955,5,277,2013.0,2,1,OMNIBUS,,,2.775,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
953,H2P958,5,277,2013.0,2,8,OMNIBUS,,,3.11,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
954,T1G964,5,277,2009.0,2,8,OMNIBUS,,,2.83,15,11-15 años,False,COSTA,LIMA,2000s,mtc_pasajeros
955,H3A954,4,277,2017.0,12,11,CMTA RURAL,,,1.78,7,6-10 años,False,SIERRA,NORTE,2010s,mtc_pasajeros
956,Y2L963,3,5,2018.0,14,5,OMNIBUS,,,5.62,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
957,V9W958,2,278,2014.0,1,3,CMTA RURAL,,,1.21,10,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
958,T3L957,1,279,2008.0,2,9,OMNIBUS,,,5.35,16,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
959,VBS960,7,280,2017.0,2,6,CMTA RURAL,,,1.733,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
960,A2T966,3,281,2007.0,2,5,OMNIBUS,,,6.52,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
961,VDG958,2,280,2018.0,2,3,CMTA RURAL,,,1.36,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
962,B5V967,3,281,2006.0,2,5,OMNIBUS,,,6.22,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
963,XBS951,3,280,2019.0,2,6,OMNIBUS,,,1.76,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
964,VAP961,4,280,2015.0,2,6,CMTA RURAL,,,1.67,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
965,A6R959,3,282,2010.0,11,5,OMNIBUS,,,7.5,14,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
966,B6U969,3,282,2011.0,2,5,OMNIBUS,,,8.04,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
967,A5I961,3,282,2007.0,11,5,OMNIBUS,,,7.5,17,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
968,F2C953,3,258,2018.0,2,5,OMNIBUS,,,6.17,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
969,F2C964,3,258,2018.0,2,5,OMNIBUS,,,7.37,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
970,B6K968,3,283,2007.0,2,5,OMNIBUS,,,7.0,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
971,B3D969,3,283,2007.0,2,5,OMNIBUS,,,8.25,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
972,T1A958,3,283,2008.0,2,5,OMNIBUS,,,6.72,16,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
973,X5J963,4,284,2012.0,2,11,CMTA RURAL,,,1.682,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
974,V2F956,3,285,2006.0,7,5,OMNIBUS,,,6.05,18,16-20 años,False,COSTA,SUR,2000s,mtc_pasajeros
975,V6F957,4,286,2012.0,2,13,CMTA RURAL,,,1.26,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
976,V6F963,3,285,2012.0,2,5,OMNIBUS,,,13.76,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
977,VAK964,2,286,2015.0,2,3,CMTA RURAL,,,1.21,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
978,C9X969,1,287,2015.0,2,28,OMNIBUS,,,7.75,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
979,BUX518,3,288,2019.0,2,5,OMNIBUS,,,6.25,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
980,F4T460,4,289,2013.0,2,13,CMTA RURAL,,,1.47,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
981,VBM968,7,290,2016.0,16,19,CMTA RURAL,,,1.235,8,6-10 años,False,SELVA,ORIENTE,2010s,mtc_pasajeros
982,VAR968,7,290,2016.0,8,6,CMTA RURAL,,,1.683,8,6-10 años,False,SIERRA,CENTRO,2010s,mtc_pasajeros
983,VDD957,9,290,2018.0,6,19,CMTA RURAL,,,1.637,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
984,V9R969,4,290,2013.0,2,11,CMTA RURAL,,,1.73,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
985,C7W957,4,87,2013.0,2,6,CMTA RURAL,,,1.73,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
986,F2S960,4,87,2019.0,7,6,CMTA RURAL,,,1.733,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
987,CAC185,6,87,2019.0,2,9,OMNIBUS,,,4.58,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
988,CAC387,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
989,CAB242,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
990,CAC183,6,87,2019.0,1,9,OMNIBUS,,,4.58,5,0-5 años,True,SIERRA,SUR,2010s,mtc_pasajeros
991,D6W969,3,87,2017.0,2,9,OMNIBUS,,,4.12,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
992,C7W951,4,87,2013.0,6,6,CMTA RURAL,,,1.7,11,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
993,C7V968,4,87,2013.0,1,6,CMTA RURAL,,,1.73,11,11-15 años,False,SIERRA,SUR,2010s,mtc_pasajeros
994,CCO392,6,87,2018.0,2,9,OMNIBUS,,,4.41,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
995,CAD409,6,87,2019.0,7,9,OMNIBUS,,,4.58,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
996,CAA374,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
997,CCO556,6,87,2018.0,4,9,OMNIBUS,,,4.5,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
998,C7W965,4,87,2013.0,2,11,CMTA RURAL,,,1.73,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
999,F7G957,4,87,2019.0,13,10,CMTA RURAL,,,1.92,5,0-5 años,True,SIERRA,CENTRO,2010s,mtc_pasajeros
1000,CAC532,6,87,2019.0,2,9,OMNIBUS,,,4.58,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1001,T5R473,2,291,2020.0,2,3,CMTA RURAL,,,1.21,4,0-5 años,True,COSTA,LIMA,2020s,mtc_pasajeros
1002,D6V961,4,87,2017.0,2,6,CMTA RURAL,,,1.78,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1003,F7E967,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1004,F2S951,4,87,2019.0,2,6,CMTA RURAL,,,1.733,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1005,D8M956,3,87,2017.0,4,9,OMNIBUS,,,4.05,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1006,F7F956,4,87,2019.0,2,10,CMTA RURAL,,,1.92,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1007,F7G956,4,87,2019.0,7,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
1008,F7F958,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1009,C7X950,4,87,2013.0,6,11,CMTA RURAL,,,1.69,11,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
1010,D8N958,3,87,2017.0,2,9,OMNIBUS,,,4.01,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1011,D6X958,3,87,2017.0,4,9,OMNIBUS,,,4.12,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1012,CAB669,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1013,CAB672,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1014,CAA373,4,87,2019.0,12,10,CMTA RURAL,,,2.26,5,0-5 años,True,SIERRA,NORTE,2010s,mtc_pasajeros
1015,D6W968,3,87,2017.0,2,9,OMNIBUS,,,4.12,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1016,D6W957,3,87,2017.0,2,9,OMNIBUS,,,4.12,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1017,CAC655,6,87,2019.0,4,9,OMNIBUS,,,4.58,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
1018,D6W954,3,87,2017.0,3,9,OMNIBUS,,,4.12,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
1019,F7E965,4,87,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1020,D9W953,6,87,2018.0,2,9,OMNIBUS,,,4.32,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1021,CCP361,6,87,2018.0,9,9,OMNIBUS,,,4.5,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
1022,CCO368,6,87,2018.0,6,9,OMNIBUS,,,4.64,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
1023,CAB470,4,87,2019.0,20,10,CMTA RURAL,,,2.26,5,0-5 años,True,SIERRA,CENTRO,2010s,mtc_pasajeros
1024,VAN485,1,146,2019.0,2,9,OMNIBUS,,,4.666,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1025,F3W965,3,292,2018.0,4,9,OMNIBUS,,,4.41,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1026,F3W964,3,292,2018.0,2,9,OMNIBUS,,,4.48,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1027,F1L957,3,274,2018.0,12,5,OMNIBUS,,,5.81,6,6-10 años,False,SIERRA,NORTE,2010s,mtc_pasajeros
1028,B5O963,3,293,2011.0,2,5,OMNIBUS,,,7.535,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1029,B5L965,3,293,2011.0,6,5,OMNIBUS,,,7.535,13,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
1030,Z0J965,2,294,2013.0,2,3,CMTA RURAL,,,1.21,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1031,F3L954,4,295,2019.0,2,19,CMTA RURAL,,,1.312,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1032,B4B959,3,296,2007.0,6,5,OMNIBUS,,,8.22,17,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
1033,F3L965,4,295,2019.0,2,19,CMTA RURAL,,,1.312,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1034,C3J963,3,297,2013.0,9,5,OMNIBUS,,,6.41,11,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
1035,T5S583,1,265,2020.0,2,8,OMNIBUS,,,3.15,4,0-5 años,True,COSTA,LIMA,2020s,mtc_pasajeros
1036,T8U958,1,298,2018.0,4,8,OMNIBUS,,,3.15,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1037,B8F968,4,299,2012.0,2,13,CMTA RURAL,,,1.18,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1038,T1C706,4,300,2007.0,2,11,CMTA RURAL,,,1.73,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
1039,P1S959,2,300,2013.0,2,3,CMTA RURAL,,,1.21,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1040,T4Z954,4,300,2012.0,2,11,CMTA RURAL,,,1.682,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1041,T7A953,2,300,2015.0,2,3,CMTA RURAL,,,1.21,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1042,C2A962,5,301,2012.0,4,8,OMNIBUS,,,2.93,12,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
1043,D3Q959,5,301,2015.0,4,12,OMNIBUS,,,3.15,9,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1044,D9M953,1,301,2018.0,4,8,OMNIBUS,,,2.79,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1045,C7D962,5,301,2013.0,2,8,OMNIBUS,,,3.085,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1046,F4U963,4,301,2019.0,2,6,CMTA RURAL,,,1.733,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
1047,D0E965,4,301,2018.0,2,19,CMTA RURAL,,,1.235,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1048,B7Q955,5,301,2011.0,1,8,OMNIBUS,,,2.93,13,11-15 años,False,SIERRA,SUR,2010s,mtc_pasajeros
1049,T6F960,5,302,2013.0,3,36,OMNIBUS,,,3.15,11,11-15 años,False,SIERRA,SUR,2010s,mtc_pasajeros
1050,A7M953,5,303,2010.0,2,1,OMNIBUS,,,3.105,14,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1051,M4P958,5,303,2013.0,4,8,OMNIBUS,,,2.93,11,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
1052,T7M969,1,304,2016.0,2,9,OMNIBUS,,,6.85,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1053,T7M958,1,304,2016.0,2,9,OMNIBUS,,,5.49,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1054,X6E961,2,305,2013.0,2,3,CMTA RURAL,,,1.21,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1055,B0U965,4,305,2012.0,2,11,CMTA RURAL,,,1.682,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1056,D3Y953,4,305,2016.0,4,6,CMTA RURAL,,,1.733,8,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1057,XAS956,4,305,2019.0,9,11,CMTA RURAL,,,1.733,5,0-5 años,True,COSTA,NORTE,2010s,mtc_pasajeros
1058,T5P436,2,306,2020.0,2,3,CMTA RURAL,,,1.21,4,0-5 años,True,COSTA,LIMA,2020s,mtc_pasajeros
1059,A5Q957,4,306,2004.0,2,11,CMTA RURAL,,,1.75,20,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
1060,T5P305,2,306,2020.0,4,3,CMTA RURAL,,,1.21,4,0-5 años,True,COSTA,SUR,2020s,mtc_pasajeros
1061,T5P351,2,306,2020.0,11,3,CMTA RURAL,,,1.21,4,0-5 años,True,COSTA,NORTE,2020s,mtc_pasajeros
1062,T5Q273,2,306,2020.0,2,3,CMTA RURAL,,,1.21,4,0-5 años,True,COSTA,LIMA,2020s,mtc_pasajeros
1063,T5P441,2,306,2020.0,2,3,CMTA RURAL,,,1.21,4,0-5 años,True,COSTA,LIMA,2020s,mtc_pasajeros
1064,ZAJ957,2,169,2014.0,4,3,CMTA RURAL,,,1.21,10,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
1065,T8J966,3,307,2017.0,2,5,OMNIBUS,,,6.11,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1066,T6M254,3,307,2018.0,15,5,OMNIBUS,,,5.91,6,6-10 años,False,SIERRA,ORIENTE,2010s,mtc_pasajeros
1067,ZAL968,12,169,2012.0,2,13,CMTA RURAL,,,1.16,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1068,T5G965,3,307,2012.0,4,5,OMNIBUS,,,6.23,12,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
1069,T5G967,1,307,2012.0,2,9,OMNIBUS,,,5.69,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1070,D3J963,3,308,2014.0,2,5,OMNIBUS,,,6.21,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1071,AAN431,2,169,2007.0,14,13,CMTA RURAL,,,1.38,17,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
1072,T8J958,3,307,2017.0,2,5,OMNIBUS,,,6.09,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1073,T5G966,3,307,2012.0,2,5,OMNIBUS,,,6.22,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
1074,BVZ322,4,309,2019.0,7,26,CMTA RURAL,,,1.91,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
1075,X0O967,4,310,2018.0,3,11,CMTA RURAL,,,1.733,6,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
1076,F4Q951,2,311,2019.0,2,3,CMTA RURAL,,,1.21,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
